"Location","applicant_race_ethnicity","loan_failed","total_loans","debt_to_income_ratio_bracket","income_bracket","denial_rate"
"MI","Non-Hispanic Black",11,63,"<20%","$150k to $200k",999
"MI","Non-Hispanic Black",5,30,"<20%","$200k to $250k",999
"MI","Non-Hispanic Black",137,466,"<20%","$50k to $100k",0.293991416309013
"MI","Non-Hispanic Black",61,486,"20%-29%","$100k to $150k",0.125514403292181
"MI","Non-Hispanic Black",27,184,"20%-29%","$150k to $200k",0.146739130434783
"MI","Non-Hispanic Black",7,67,"20%-29%","$200k to $250k",999
"MI","Non-Hispanic Black",337,1911,"20%-29%","$50k to $100k",0.176347462061748
"MI","Non-Hispanic Black",118,811,"30%-39%","$100k to $150k",0.145499383477189
"MI","Non-Hispanic Black",21,236,"30%-39%","$150k to $200k",0.0889830508474576
"MI","Non-Hispanic Black",11,73,"30%-39%","$200k to $250k",999
"MI","Non-Hispanic Black",554,3822,"30%-39%","$50k to $100k",0.144950287807431
"MI","Non-Hispanic Black",98,860,"40%-49%","$100k to $150k",0.113953488372093
"MI","Non-Hispanic Black",18,190,"40%-49%","$150k to $200k",0.0947368421052632
"MI","Non-Hispanic Black",1,43,"40%-49%","$200k to $250k",999
"MI","Non-Hispanic Black",660,4245,"40%-49%","$50k to $100k",0.15547703180212
"MI","Non-Hispanic Black",46,210,"50%-60%","$100k to $150k",0.219047619047619
"MI","Non-Hispanic Black",9,25,"50%-60%","$150k to $200k",999
"MI","Non-Hispanic Black",1,6,"50%-60%","$200k to $250k",999
"MI","Non-Hispanic Black",388,1508,"50%-60%","$50k to $100k",0.257294429708223
"MI","Non-Hispanic White",269,4596,"<20%","$100k to $150k",0.0585291557876414
"MI","Non-Hispanic White",99,2173,"<20%","$150k to $200k",0.0455591348366314
"MI","Non-Hispanic White",50,1156,"<20%","$200k to $250k",0.0432525951557093
"MI","Non-Hispanic White",933,8008,"<20%","$50k to $100k",0.116508491508492
"MI","Non-Hispanic White",562,12352,"20%-29%","$100k to $150k",0.0454987046632124
"MI","Non-Hispanic White",141,4650,"20%-29%","$150k to $200k",0.0303225806451613
"MI","Non-Hispanic White",83,2011,"20%-29%","$200k to $250k",0.0412729985082049
"MI","Non-Hispanic White",2109,30322,"20%-29%","$50k to $100k",0.0695534595343315
"MI","Non-Hispanic White",689,15372,"30%-39%","$100k to $150k",0.0448217538381473
"MI","Non-Hispanic White",193,5283,"30%-39%","$150k to $200k",0.0365322733295476
"MI","Non-Hispanic White",94,2070,"30%-39%","$200k to $250k",0.0454106280193237
"MI","Non-Hispanic White",2915,47862,"30%-39%","$50k to $100k",0.0609042664326606
"MI","Non-Hispanic White",567,12235,"40%-49%","$100k to $150k",0.0463424601552922
"MI","Non-Hispanic White",164,3651,"40%-49%","$150k to $200k",0.044919200219118
"MI","Non-Hispanic White",53,1183,"40%-49%","$200k to $250k",0.0448013524936602
"MI","Non-Hispanic White",3101,42257,"40%-49%","$50k to $100k",0.0733842913600114
"MI","Non-Hispanic White",198,1132,"50%-60%","$100k to $150k",0.174911660777385
"MI","Non-Hispanic White",60,228,"50%-60%","$150k to $200k",0.263157894736842
"MI","Non-Hispanic White",17,66,"50%-60%","$200k to $250k",999
"MI","Non-Hispanic White",1361,6490,"50%-60%","$50k to $100k",0.209707241910632
"MN","Hispanic or Latino",18,83,"<20%","$100k to $150k",999
"MN","Hispanic or Latino",7,47,"<20%","$150k to $200k",999
"MN","Hispanic or Latino",3,27,"<20%","$200k to $250k",999
"MN","Hispanic or Latino",58,137,"<20%","$50k to $100k",0.423357664233577
"MN","Hispanic or Latino",21,287,"20%-29%","$100k to $150k",0.0731707317073171
"MN","Hispanic or Latino",3,102,"20%-29%","$150k to $200k",0.0294117647058824
"MN","Hispanic or Latino",2,39,"20%-29%","$200k to $250k",999
"MN","Hispanic or Latino",93,700,"20%-29%","$50k to $100k",0.132857142857143
"MN","Hispanic or Latino",24,449,"30%-39%","$100k to $150k",0.0534521158129176
"MN","Hispanic or Latino",4,99,"30%-39%","$150k to $200k",999
"MN","Hispanic or Latino",2,41,"30%-39%","$200k to $250k",999
"MN","Hispanic or Latino",172,1879,"30%-39%","$50k to $100k",0.0915380521554018
"MN","Hispanic or Latino",22,393,"40%-49%","$100k to $150k",0.0559796437659033
"MN","Hispanic or Latino",10,90,"40%-49%","$150k to $200k",999
"MN","Hispanic or Latino",0,21,"40%-49%","$200k to $250k",999
"MN","Hispanic or Latino",185,2437,"40%-49%","$50k to $100k",0.0759130077964711
"MN","Hispanic or Latino",4,47,"50%-60%","$100k to $150k",999
"MN","Hispanic or Latino",1,6,"50%-60%","$150k to $200k",999
"MN","Hispanic or Latino",102,470,"50%-60%","$50k to $100k",0.217021276595745
"MN","Non-Hispanic Asian",6,195,"<20%","$100k to $150k",0.0307692307692308
"MN","Non-Hispanic Asian",11,134,"<20%","$150k to $200k",0.082089552238806
"MN","Non-Hispanic Asian",4,94,"<20%","$200k to $250k",999
"MN","Non-Hispanic Asian",17,100,"<20%","$50k to $100k",999
"MN","Non-Hispanic Asian",37,832,"20%-29%","$100k to $150k",0.0444711538461538
"MN","Non-Hispanic Asian",10,240,"20%-29%","$150k to $200k",0.0416666666666667
"MN","Non-Hispanic Asian",2,112,"20%-29%","$200k to $250k",0.0178571428571429
"MN","Non-Hispanic Asian",50,822,"20%-29%","$50k to $100k",0.0608272506082725
"MN","Non-Hispanic Asian",40,950,"30%-39%","$100k to $150k",0.0421052631578947
"MN","Non-Hispanic Asian",6,269,"30%-39%","$150k to $200k",0.0223048327137546
"MN","Non-Hispanic Asian",5,130,"30%-39%","$200k to $250k",0.0384615384615385
"MN","Non-Hispanic Asian",93,2202,"30%-39%","$50k to $100k",0.0422343324250681
"MN","Non-Hispanic Asian",35,666,"40%-49%","$100k to $150k",0.0525525525525526
"MN","Non-Hispanic Asian",16,161,"40%-49%","$150k to $200k",0.0993788819875776
"MN","Non-Hispanic Asian",3,63,"40%-49%","$200k to $250k",999
"MN","Non-Hispanic Asian",135,2840,"40%-49%","$50k to $100k",0.0475352112676056
"MN","Non-Hispanic Asian",17,58,"50%-60%","$100k to $150k",999
"MN","Non-Hispanic Asian",1,5,"50%-60%","$150k to $200k",999
"MN","Non-Hispanic Asian",1,2,"50%-60%","$200k to $250k",999
"MN","Non-Hispanic Asian",71,408,"50%-60%","$50k to $100k",0.174019607843137
"MN","Non-Hispanic Black",7,61,"<20%","$100k to $150k",999
"MN","Non-Hispanic Black",2,23,"<20%","$150k to $200k",999
"MN","Non-Hispanic Black",4,20,"<20%","$200k to $250k",999
"MN","Non-Hispanic Black",20,61,"<20%","$50k to $100k",999
"MN","Non-Hispanic Black",22,246,"20%-29%","$100k to $150k",0.0894308943089431
"MN","Non-Hispanic Black",8,90,"20%-29%","$150k to $200k",999
"MN","Non-Hispanic Black",1,32,"20%-29%","$200k to $250k",999
"MN","Non-Hispanic Black",44,452,"20%-29%","$50k to $100k",0.0973451327433628
"MN","Non-Hispanic Black",27,445,"30%-39%","$100k to $150k",0.0606741573033708
"MN","Non-Hispanic Black",4,116,"30%-39%","$150k to $200k",0.0344827586206897
"MN","Non-Hispanic Black",3,41,"30%-39%","$200k to $250k",999
"MN","Non-Hispanic Black",143,1729,"30%-39%","$50k to $100k",0.0827067669172932
"MN","Non-Hispanic Black",30,521,"40%-49%","$100k to $150k",0.0575815738963532
"MN","Non-Hispanic Black",4,72,"40%-49%","$150k to $200k",999
"MN","Non-Hispanic Black",1,30,"40%-49%","$200k to $250k",999
"MN","Non-Hispanic Black",222,2859,"40%-49%","$50k to $100k",0.0776495278069255
"MN","Non-Hispanic Black",14,92,"50%-60%","$100k to $150k",999
"MN","Non-Hispanic Black",6,10,"50%-60%","$150k to $200k",999
"MN","Non-Hispanic Black",0,2,"50%-60%","$200k to $250k",999
"MN","Non-Hispanic Black",135,710,"50%-60%","$50k to $100k",0.190140845070423
"MN","Non-Hispanic White",110,3186,"<20%","$100k to $150k",0.034526051475204
"MN","Non-Hispanic White",62,2003,"<20%","$150k to $200k",0.0309535696455317
"MN","Non-Hispanic White",41,1072,"<20%","$200k to $250k",0.0382462686567164
"MN","Non-Hispanic White",270,2686,"<20%","$50k to $100k",0.100521221146687
"MN","Non-Hispanic White",265,11019,"20%-29%","$100k to $150k",0.0240493692712587
"MN","Non-Hispanic White",93,4803,"20%-29%","$150k to $200k",0.0193628981886321
"MN","Non-Hispanic White",53,1913,"20%-29%","$200k to $250k",0.0277051751176163
"MN","Non-Hispanic White",679,15987,"20%-29%","$50k to $100k",0.0424720085069119
"MN","Non-Hispanic White",364,13634,"30%-39%","$100k to $150k",0.0266979609799032
"MN","Non-Hispanic White",102,4747,"30%-39%","$150k to $200k",0.0214872551084896
"MN","Non-Hispanic White",54,1796,"30%-39%","$200k to $250k",0.0300668151447661
"MN","Non-Hispanic White",1186,32056,"30%-39%","$50k to $100k",0.0369977539306214
"MN","Non-Hispanic White",317,9910,"40%-49%","$100k to $150k",0.0319878910191725
"MN","Non-Hispanic White",95,2809,"40%-49%","$150k to $200k",0.0338198647205411
"MN","Non-Hispanic White",35,887,"40%-49%","$200k to $250k",0.0394588500563698
"MN","Non-Hispanic White",1347,31999,"40%-49%","$50k to $100k",0.042095065470796
"MN","Non-Hispanic White",141,932,"50%-60%","$100k to $150k",0.151287553648069
"MN","Non-Hispanic White",34,159,"50%-60%","$150k to $200k",0.213836477987421
"MN","Non-Hispanic White",3,31,"50%-60%","$200k to $250k",999
"MN","Non-Hispanic White",666,4398,"50%-60%","$50k to $100k",0.151432469304229
"MO","Hispanic or Latino",9,94,"<20%","$100k to $150k",999
"MO","Hispanic or Latino",0,40,"<20%","$150k to $200k",999
"MO","Hispanic or Latino",2,25,"<20%","$200k to $250k",999
"MO","Hispanic or Latino",40,211,"<20%","$50k to $100k",0.18957345971564
"MO","Hispanic or Latino",11,268,"20%-29%","$100k to $150k",0.041044776119403
"MO","Hispanic or Latino",3,87,"20%-29%","$150k to $200k",999
"MO","Hispanic or Latino",2,37,"20%-29%","$200k to $250k",999
"MO","Hispanic or Latino",70,684,"20%-29%","$50k to $100k",0.10233918128655
"MO","Hispanic or Latino",15,330,"30%-39%","$100k to $150k",0.0454545454545455
"MO","Hispanic or Latino",5,85,"30%-39%","$150k to $200k",999
"MO","Hispanic or Latino",1,34,"30%-39%","$200k to $250k",999
"MO","Hispanic or Latino",94,1282,"30%-39%","$50k to $100k",0.0733229329173167
"MO","Hispanic or Latino",21,258,"40%-49%","$100k to $150k",0.0813953488372093
"MO","Hispanic or Latino",1,53,"40%-49%","$150k to $200k",999
"MO","Hispanic or Latino",1,17,"40%-49%","$200k to $250k",999
"MO","Hispanic or Latino",85,1097,"40%-49%","$50k to $100k",0.0774840474020055
"MO","Hispanic or Latino",10,41,"50%-60%","$100k to $150k",999
"MO","Hispanic or Latino",1,7,"50%-60%","$150k to $200k",999
"MO","Hispanic or Latino",0,3,"50%-60%","$200k to $250k",999
"MO","Hispanic or Latino",48,307,"50%-60%","$50k to $100k",0.156351791530945
"MO","Non-Hispanic Asian",5,164,"<20%","$100k to $150k",0.0304878048780488
"MO","Non-Hispanic Asian",5,84,"<20%","$150k to $200k",999
"MO","Non-Hispanic Asian",1,52,"<20%","$200k to $250k",999
"MO","Non-Hispanic Asian",13,128,"<20%","$50k to $100k",0.1015625
"MO","Non-Hispanic Asian",15,370,"20%-29%","$100k to $150k",0.0405405405405405
"MO","Non-Hispanic Asian",4,128,"20%-29%","$150k to $200k",0.03125
"MO","Non-Hispanic Asian",0,73,"20%-29%","$200k to $250k",999
"MO","Non-Hispanic Asian",19,458,"20%-29%","$50k to $100k",0.0414847161572052
"MO","Non-Hispanic Asian",9,352,"30%-39%","$100k to $150k",0.0255681818181818
"MO","Non-Hispanic Asian",5,102,"30%-39%","$150k to $200k",0.0490196078431373
"MO","Non-Hispanic Asian",2,62,"30%-39%","$200k to $250k",999
"MO","Non-Hispanic Asian",32,675,"30%-39%","$50k to $100k",0.0474074074074074
"MO","Non-Hispanic Asian",14,245,"40%-49%","$100k to $150k",0.0571428571428571
"MO","Non-Hispanic Asian",1,75,"40%-49%","$150k to $200k",999
"MO","Non-Hispanic Asian",2,35,"40%-49%","$200k to $250k",999
"MO","Non-Hispanic Asian",31,648,"40%-49%","$50k to $100k",0.0478395061728395
"MO","Non-Hispanic Asian",8,24,"50%-60%","$100k to $150k",999
"MO","Non-Hispanic Asian",2,6,"50%-60%","$150k to $200k",999
"MO","Non-Hispanic Asian",0,1,"50%-60%","$200k to $250k",999
"MO","Non-Hispanic Asian",21,108,"50%-60%","$50k to $100k",0.194444444444444
"MO","Non-Hispanic Black",19,110,"<20%","$100k to $150k",0.172727272727273
"MO","Non-Hispanic Black",3,35,"<20%","$150k to $200k",999
"MO","Non-Hispanic Black",1,18,"<20%","$200k to $250k",999
"MO","Non-Hispanic Black",60,261,"<20%","$50k to $100k",0.229885057471264
"MO","Non-Hispanic Black",28,325,"20%-29%","$100k to $150k",0.0861538461538462
"MO","Non-Hispanic Black",7,107,"20%-29%","$150k to $200k",0.0654205607476635
"MO","Non-Hispanic Black",2,45,"20%-29%","$200k to $250k",999
"MO","Non-Hispanic Black",111,964,"20%-29%","$50k to $100k",0.115145228215768
"MO","Non-Hispanic Black",42,531,"30%-39%","$100k to $150k",0.0790960451977401
"MO","Non-Hispanic Black",10,136,"30%-39%","$150k to $200k",0.0735294117647059
"MO","Non-Hispanic Black",2,46,"30%-39%","$200k to $250k",999
"MO","Non-Hispanic Black",208,2072,"30%-39%","$50k to $100k",0.1003861003861
"MO","Non-Hispanic Black",45,517,"40%-49%","$100k to $150k",0.0870406189555126
"MO","Non-Hispanic Black",9,103,"40%-49%","$150k to $200k",0.087378640776699
"MO","Non-Hispanic Black",0,28,"40%-49%","$200k to $250k",999
"MO","Non-Hispanic Black",282,2489,"40%-49%","$50k to $100k",0.113298513459221
"MO","Non-Hispanic Black",30,156,"50%-60%","$100k to $150k",0.192307692307692
"MO","Non-Hispanic Black",7,25,"50%-60%","$150k to $200k",999
"MO","Non-Hispanic Black",1,6,"50%-60%","$200k to $250k",999
"MO","Non-Hispanic Black",167,902,"50%-60%","$50k to $100k",0.185144124168514
"MO","Non-Hispanic White",168,3458,"<20%","$100k to $150k",0.048582995951417
"MO","Non-Hispanic White",82,1651,"<20%","$150k to $200k",0.0496668685645064
"MO","Non-Hispanic White",23,787,"<20%","$200k to $250k",0.0292249047013977
"MO","Non-Hispanic White",629,5821,"<20%","$50k to $100k",0.108057034873733
"MO","Non-Hispanic White",267,8887,"20%-29%","$100k to $150k",0.0300438843254192
"MO","Non-Hispanic White",93,3136,"20%-29%","$150k to $200k",0.029655612244898
"MO","Non-Hispanic White",34,1393,"20%-29%","$200k to $250k",0.0244077530509691
"MO","Non-Hispanic White",1050,20201,"20%-29%","$50k to $100k",0.0519776248700559
"MO","Non-Hispanic White",355,10746,"30%-39%","$100k to $150k",0.033035548110925
"MO","Non-Hispanic White",97,3406,"30%-39%","$150k to $200k",0.0284791544333529
"MO","Non-Hispanic White",44,1196,"30%-39%","$200k to $250k",0.0367892976588629
"MO","Non-Hispanic White",1552,31405,"30%-39%","$50k to $100k",0.0494188823435759
"MO","Non-Hispanic White",299,7830,"40%-49%","$100k to $150k",0.0381864623243934
"MO","Non-Hispanic White",93,2097,"40%-49%","$150k to $200k",0.0443490701001431
"MO","Non-Hispanic White",23,670,"40%-49%","$200k to $250k",0.0343283582089552
"MO","Non-Hispanic White",1567,26789,"40%-49%","$50k to $100k",0.0584941580499459
"MO","Non-Hispanic White",135,1009,"50%-60%","$100k to $150k",0.133795837462834
"MO","Non-Hispanic White",31,177,"50%-60%","$150k to $200k",0.175141242937853
"MO","Non-Hispanic White",12,43,"50%-60%","$200k to $250k",999
"MO","Non-Hispanic White",812,5510,"50%-60%","$50k to $100k",0.147368421052632
"MS","Hispanic or Latino",12,29,"<20%","$100k to $150k",999
"MS","Hispanic or Latino",3,15,"<20%","$150k to $200k",999
"MS","Hispanic or Latino",1,8,"<20%","$200k to $250k",999
"MS","Hispanic or Latino",32,103,"<20%","$50k to $100k",0.310679611650485
"MS","Hispanic or Latino",8,66,"20%-29%","$100k to $150k",999
"MS","Hispanic or Latino",1,20,"20%-29%","$150k to $200k",999
"MS","Hispanic or Latino",0,5,"20%-29%","$200k to $250k",999
"MS","Hispanic or Latino",48,315,"20%-29%","$50k to $100k",0.152380952380952
"MS","Hispanic or Latino",6,92,"30%-39%","$100k to $150k",999
"MS","Hispanic or Latino",3,22,"30%-39%","$150k to $200k",999
"MS","Hispanic or Latino",1,12,"30%-39%","$200k to $250k",999
"MS","Hispanic or Latino",55,475,"30%-39%","$50k to $100k",0.115789473684211
"MS","Hispanic or Latino",5,58,"40%-49%","$100k to $150k",999
"MS","Hispanic or Latino",1,16,"40%-49%","$150k to $200k",999
"MS","Hispanic or Latino",0,6,"40%-49%","$200k to $250k",999
"MS","Hispanic or Latino",64,470,"40%-49%","$50k to $100k",0.136170212765957
"MS","Hispanic or Latino",3,27,"50%-60%","$100k to $150k",999
"MS","Hispanic or Latino",0,1,"50%-60%","$150k to $200k",999
"MS","Hispanic or Latino",24,163,"50%-60%","$50k to $100k",0.147239263803681
"MS","Non-Hispanic Asian",2,31,"<20%","$100k to $150k",999
"MS","Non-Hispanic Asian",2,11,"<20%","$150k to $200k",999
"MS","Non-Hispanic Asian",0,7,"<20%","$200k to $250k",999
"MS","Non-Hispanic Asian",2,28,"<20%","$50k to $100k",999
"MS","Non-Hispanic Asian",1,48,"20%-29%","$100k to $150k",999
"MS","Non-Hispanic Asian",0,19,"20%-29%","$150k to $200k",999
"MS","Non-Hispanic Asian",0,5,"20%-29%","$200k to $250k",999
"MS","Non-Hispanic Asian",5,115,"20%-29%","$50k to $100k",0.0434782608695652
"MS","Non-Hispanic Asian",3,47,"30%-39%","$100k to $150k",999
"MS","Non-Hispanic Asian",2,18,"30%-39%","$150k to $200k",999
"MS","Non-Hispanic Asian",1,5,"30%-39%","$200k to $250k",999
"MS","Non-Hispanic Asian",9,181,"30%-39%","$50k to $100k",0.0497237569060773
"MS","Non-Hispanic Asian",1,44,"40%-49%","$100k to $150k",999
"MS","Non-Hispanic Asian",0,7,"40%-49%","$150k to $200k",999
"MS","Non-Hispanic Asian",0,4,"40%-49%","$200k to $250k",999
"MS","Non-Hispanic Asian",17,208,"40%-49%","$50k to $100k",0.0817307692307692
"MS","Non-Hispanic Asian",0,5,"50%-60%","$100k to $150k",999
"MS","Non-Hispanic Asian",1,2,"50%-60%","$150k to $200k",999
"MS","Non-Hispanic Asian",17,44,"50%-60%","$50k to $100k",999
"MS","Non-Hispanic Black",76,167,"<20%","$100k to $150k",0.455089820359281
"MS","Non-Hispanic Black",20,45,"<20%","$150k to $200k",999
"MS","Non-Hispanic Black",12,26,"<20%","$200k to $250k",999
"MS","Non-Hispanic Black",391,681,"<20%","$50k to $100k",0.574155653450808
"MS","Non-Hispanic Black",56,362,"20%-29%","$100k to $150k",0.154696132596685
"MS","Non-Hispanic Black",15,74,"20%-29%","$150k to $200k",999
"MS","Non-Hispanic Black",5,31,"20%-29%","$200k to $250k",999
"MS","Non-Hispanic Black",481,1719,"20%-29%","$50k to $100k",0.279813845258871
"MS","Non-Hispanic Black",62,553,"30%-39%","$100k to $150k",0.112115732368897
"MS","Non-Hispanic Black",14,116,"30%-39%","$150k to $200k",0.120689655172414
"MS","Non-Hispanic Black",4,22,"30%-39%","$200k to $250k",999
"MS","Non-Hispanic Black",600,3149,"30%-39%","$50k to $100k",0.190536678310575
"MS","Non-Hispanic Black",75,589,"40%-49%","$100k to $150k",0.127334465195246
"MS","Non-Hispanic Black",18,96,"40%-49%","$150k to $200k",999
"MS","Non-Hispanic Black",4,23,"40%-49%","$200k to $250k",999
"MS","Non-Hispanic Black",615,3702,"40%-49%","$50k to $100k",0.16612641815235
"MS","Non-Hispanic Black",30,212,"50%-60%","$100k to $150k",0.141509433962264
"MS","Non-Hispanic Black",2,15,"50%-60%","$150k to $200k",999
"MS","Non-Hispanic Black",1,4,"50%-60%","$200k to $250k",999
"MS","Non-Hispanic Black",382,1602,"50%-60%","$50k to $100k",0.238451935081149
"MS","Non-Hispanic White",165,1307,"<20%","$100k to $150k",0.126243305279265
"MS","Non-Hispanic White",46,544,"<20%","$150k to $200k",0.0845588235294118
"MS","Non-Hispanic White",18,239,"<20%","$200k to $250k",0.0753138075313808
"MS","Non-Hispanic White",502,2239,"<20%","$50k to $100k",0.224207235372934
"MS","Non-Hispanic White",183,2805,"20%-29%","$100k to $150k",0.06524064171123
"MS","Non-Hispanic White",45,917,"20%-29%","$150k to $200k",0.0490730643402399
"MS","Non-Hispanic White",10,333,"20%-29%","$200k to $250k",0.03003003003003
"MS","Non-Hispanic White",784,7124,"20%-29%","$50k to $100k",0.110050533408198
"MS","Non-Hispanic White",180,3218,"30%-39%","$100k to $150k",0.0559353635798633
"MS","Non-Hispanic White",50,900,"30%-39%","$150k to $200k",0.0555555555555556
"MS","Non-Hispanic White",9,251,"30%-39%","$200k to $250k",0.0358565737051793
"MS","Non-Hispanic White",872,10428,"30%-39%","$50k to $100k",0.0836210203298811
